2026-03-08 15:56:40.441 [pool-1-thread-41] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2pZXeYRq9Zm, longUrl: https://www.example.com/redirect-high-test
2026-03-08 15:56:40.569 [pool-1-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf37Yjdx
2026-03-08 15:56:40.569 [pool-1-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf38P6BG
2026-03-08 15:56:40.570 [pool-1-thread-10] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.571 [pool-1-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=585, shortCode=2pZXf39Xv7Y, longUrl=https://www.mixed-test.com/48, urlHash=b458c67b68b2a653da5e768f4e09e585, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.561052500, updateTime=2026-03-08T15:56:40.561052500)
2026-03-08 15:56:40.571 [pool-1-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=591, shortCode=2pZXf39Xv80, longUrl=https://www.mixed-test.com/28, urlHash=f5e06a887a7184ae182636e810405fac, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.561052500, updateTime=2026-03-08T15:56:40.561052500)
2026-03-08 15:56:40.571 [pool-1-thread-41] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=586, shortCode=2pZXf39Xv7W, longUrl=https://www.mixed-test.com/21, urlHash=81da356513ccce45c01920b341fce165, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.561052500, updateTime=2026-03-08T15:56:40.561052500)
2026-03-08 15:56:40.571 [pool-1-thread-19] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=584, shortCode=2pZXf3awHo6, longUrl=https://www.mixed-test.com/32, urlHash=15b752316ffe823fdf32acc4f5fe7293, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.561052500, updateTime=2026-03-08T15:56:40.561052500)
2026-03-08 15:56:40.571 [pool-1-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=590, shortCode=2pZXf3bF5Uk, longUrl=https://www.mixed-test.com/29, urlHash=c829a28f94856cf41a40d1d9be40c1ab, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.563053, updateTime=2026-03-08T15:56:40.563053)
2026-03-08 15:56:40.573 [pool-1-thread-37] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.571 [pool-1-thread-12] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=589, shortCode=2pZXf39oiRS, longUrl=https://www.mixed-test.com/41, urlHash=e88f75a311f1fc36b93db70e1a4d60ff, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.559051, updateTime=2026-03-08T15:56:40.559051)
2026-03-08 15:56:40.571 [pool-1-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=587, shortCode=2pZXf3b5TEc, longUrl=https://www.mixed-test.com/20, urlHash=9e7141b0f5a684ff9c139017f1eeed87, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.562052500, updateTime=2026-03-08T15:56:40.562052500)
2026-03-08 15:56:40.571 [pool-1-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=588, shortCode=2pZXf3awHo4, longUrl=https://www.mixed-test.com/33, urlHash=def1073863752b28e987c86d11414e59, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.561052500, updateTime=2026-03-08T15:56:40.561052500)
2026-03-08 15:56:40.573 [pool-1-thread-7] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.573 [pool-1-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.574 [pool-1-thread-34] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.574 [pool-1-thread-8] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.575 [pool-1-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3b5TEc
2026-03-08 15:56:40.575 [pool-1-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bF5Uk
2026-03-08 15:56:40.575 [pool-1-thread-11] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=599, shortCode=2pZXf3bWH2s, longUrl=https://www.mixed-test.com/59, urlHash=05752cfcdd2b5b1d3343faa228b7d791, status=1, expireTime=2026-03-15T15:56:40.554814300, createTime=2026-03-08T15:56:40.568573600, updateTime=2026-03-08T15:56:40.568573600)
2026-03-08 15:56:40.575 [pool-1-thread-19] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3awHo6
2026-03-08 15:56:40.575 [pool-1-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=592, shortCode=2pZXf39Xv7Z, longUrl=https://www.mixed-test.com/51, urlHash=6c49300ec233ff5e4cb749e2bb2dee01, status=1, expireTime=2026-03-15T15:56:40.547716400, createTime=2026-03-08T15:56:40.561052500, updateTime=2026-03-08T15:56:40.561052500)
2026-03-08 15:56:40.575 [pool-1-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=598, shortCode=2pZXf3bF5Un, longUrl=https://www.mixed-test.com/44, urlHash=2d59ca2448594b6a0bcad6dd2df4d78d, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.564052500, updateTime=2026-03-08T15:56:40.564052500)
2026-03-08 15:56:40.575 [pool-1-thread-41] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf39Xv7W
2026-03-08 15:56:40.575 [pool-1-thread-36] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=596, shortCode=2pZXf3bnuMi, longUrl=https://www.mixed-test.com/39, urlHash=7b16d0176b9167289eed323adccde38a, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.562052500, updateTime=2026-03-08T15:56:40.562052500)
2026-03-08 15:56:40.575 [pool-1-thread-25] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.575 [pool-1-thread-31] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=600, shortCode=2pZXf3bF5Um, longUrl=https://www.mixed-test.com/36, urlHash=2eb7a573eafe612124326e2acec699e9, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.567393700, updateTime=2026-03-08T15:56:40.567393700)
2026-03-08 15:56:40.575 [pool-1-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3awHo4
2026-03-08 15:56:40.575 [pool-1-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf39Xv80
2026-03-08 15:56:40.575 [pool-1-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf39Xv7Y
2026-03-08 15:56:40.575 [pool-1-thread-12] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf39oiRS
2026-03-08 15:56:40.575 [pool-1-thread-5] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=595, shortCode=2pZXf3bnuMg, longUrl=https://www.mixed-test.com/27, urlHash=bda9ce874f2cc4e2810bc79ee4bd5aa1, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.562052500, updateTime=2026-03-08T15:56:40.562052500)
2026-03-08 15:56:40.575 [pool-1-thread-46] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=593, shortCode=2pZXf3aOiw8, longUrl=https://www.mixed-test.com/25, urlHash=a582b92838bbf52020dc6bce3e2094e6, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.561052500, updateTime=2026-03-08T15:56:40.561052500)
2026-03-08 15:56:40.576 [pool-1-thread-28] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.575 [pool-1-thread-18] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=597, shortCode=2pZXf3awHo5, longUrl=https://www.mixed-test.com/49, urlHash=6216073733496541d102a1e689d45e0e, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.561052500, updateTime=2026-03-08T15:56:40.561052500)
2026-03-08 15:56:40.575 [pool-1-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=594, shortCode=2pZXf39oiRT, longUrl=https://www.mixed-test.com/45, urlHash=68fb11195c8bcf10a74996eed1283af7, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.561052500, updateTime=2026-03-08T15:56:40.561052500)
2026-03-08 15:56:40.576 [pool-1-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.576 [pool-1-thread-23] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.576 [pool-1-thread-50] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.576 [pool-1-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.576 [pool-1-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.577 [pool-1-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.577 [pool-1-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.577 [pool-1-thread-29] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=602, shortCode=2pZXf3bnuMh, longUrl=https://www.mixed-test.com/50, urlHash=9dadb260be3c9285f307dc405f03509d, status=1, expireTime=2026-03-15T15:56:40.547716400, createTime=2026-03-08T15:56:40.565335200, updateTime=2026-03-08T15:56:40.565335200)
2026-03-08 15:56:40.577 [pool-1-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=607, shortCode=2pZXf3bnuMk, longUrl=https://www.mixed-test.com/31, urlHash=6df99dadd45c34e4ddc5c9de3b662142, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.567393700, updateTime=2026-03-08T15:56:40.567393700)
2026-03-08 15:56:40.577 [pool-1-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=601, shortCode=2pZXf3bF5Ul, longUrl=https://www.mixed-test.com/47, urlHash=8c2e26ed77693cc9e0fe5ae738bd95e7, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.567393700, updateTime=2026-03-08T15:56:40.567393700)
2026-03-08 15:56:40.579 [pool-1-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=603, shortCode=2pZXf3bWH2o, longUrl=https://www.mixed-test.com/52, urlHash=9267761122a0244cbb9aab87788f2025, status=1, expireTime=2026-03-15T15:56:40.550718, createTime=2026-03-08T15:56:40.567393700, updateTime=2026-03-08T15:56:40.567393700)
2026-03-08 15:56:40.580 [pool-1-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.580 [pool-1-thread-48] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=610, shortCode=2pZXf3bnuMj, longUrl=https://www.mixed-test.com/38, urlHash=1f5fc75065c3ccac5eb3b37b351a887f, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.569717600, updateTime=2026-03-08T15:56:40.569717600)
2026-03-08 15:56:40.580 [pool-1-thread-38] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=608, shortCode=2pZXf3bWH2q, longUrl=https://www.mixed-test.com/53, urlHash=0d7681dc7b4d2bf68ea8ced188086e3e, status=1, expireTime=2026-03-15T15:56:40.550718, createTime=2026-03-08T15:56:40.568573600, updateTime=2026-03-08T15:56:40.568573600)
2026-03-08 15:56:40.580 [pool-1-thread-9] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=605, shortCode=2pZXf3bWH2p, longUrl=https://www.mixed-test.com/43, urlHash=76a7c98eb304125bb642a3ba8187470e, status=1, expireTime=2026-03-15T15:56:40.543296100, createTime=2026-03-08T15:56:40.567393700, updateTime=2026-03-08T15:56:40.567393700)
2026-03-08 15:56:40.581 [pool-1-thread-42] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=611, shortCode=2pZXf3bWH2y, longUrl=https://www.mixed-test.com/63, urlHash=a4fbac017887af8b3ca1ee9a8df74445, status=1, expireTime=2026-03-15T15:56:40.556040800, createTime=2026-03-08T15:56:40.569717600, updateTime=2026-03-08T15:56:40.569717600)
2026-03-08 15:56:40.581 [pool-1-thread-20] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=609, shortCode=2pZXf3bWH2t, longUrl=https://www.mixed-test.com/56, urlHash=b0dddad935788cfac3e1bd71f8041498, status=1, expireTime=2026-03-15T15:56:40.553317600, createTime=2026-03-08T15:56:40.569208500, updateTime=2026-03-08T15:56:40.569208500)
2026-03-08 15:56:40.581 [pool-1-thread-47] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=604, shortCode=2pZXf3bWH2w, longUrl=https://www.mixed-test.com/62, urlHash=42cbc21a283fb0fa815bcd71899ee0fb, status=1, expireTime=2026-03-15T15:56:40.556040800, createTime=2026-03-08T15:56:40.564052500, updateTime=2026-03-08T15:56:40.564052500)
2026-03-08 15:56:40.581 [pool-1-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=606, shortCode=2pZXf3ceiau, longUrl=https://www.mixed-test.com/64, urlHash=337342e03fd85f866ad0093cbdcba6c2, status=1, expireTime=2026-03-15T15:56:40.557052600, createTime=2026-03-08T15:56:40.571729800, updateTime=2026-03-08T15:56:40.571729800)
2026-03-08 15:56:40.581 [pool-1-thread-26] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=612, shortCode=2pZXf3bWH2r, longUrl=https://www.mixed-test.com/58, urlHash=1590cbfd9e03cdad38284455940e8eb5, status=1, expireTime=2026-03-15T15:56:40.554814300, createTime=2026-03-08T15:56:40.567393700, updateTime=2026-03-08T15:56:40.567393700)
2026-03-08 15:56:40.581 [pool-1-thread-35] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=615, shortCode=2pZXf3ceias, longUrl=https://www.mixed-test.com/55, urlHash=a8de41f3849f1b42a8773bb01a34b33f, status=1, expireTime=2026-03-15T15:56:40.553317600, createTime=2026-03-08T15:56:40.571729800, updateTime=2026-03-08T15:56:40.571729800)
2026-03-08 15:56:40.581 [pool-1-thread-1] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=613, shortCode=2pZXf3ceiat, longUrl=https://www.mixed-test.com/61, urlHash=302960771dea1912fd8ed4dd5cacc7bc, status=1, expireTime=2026-03-15T15:56:40.556040800, createTime=2026-03-08T15:56:40.571729800, updateTime=2026-03-08T15:56:40.571729800)
2026-03-08 15:56:40.583 [pool-1-thread-15] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=614, shortCode=2pZXf3bWH2v, longUrl=https://www.mixed-test.com/54, urlHash=eaf3d8650c1831552815430c36d8d814, status=1, expireTime=2026-03-15T15:56:40.553317600, createTime=2026-03-08T15:56:40.570726900, updateTime=2026-03-08T15:56:40.570726900)
2026-03-08 15:56:40.583 [pool-1-thread-11] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bWH2s
2026-03-08 15:56:40.583 [pool-1-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf39Xv7Z
2026-03-08 15:56:40.583 [pool-1-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bF5Un
2026-03-08 15:56:40.583 [pool-1-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.583 [pool-1-thread-19] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.583 [pool-1-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.584 [pool-1-thread-5] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bnuMg
2026-03-08 15:56:40.584 [pool-1-thread-31] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bF5Um
2026-03-08 15:56:40.585 [pool-1-thread-41] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.585 [pool-1-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=617, shortCode=2pZXf3bWH2u, longUrl=https://www.mixed-test.com/57, urlHash=17aad7955fe765931b939ae44df54346, status=1, expireTime=2026-03-15T15:56:40.553317600, createTime=2026-03-08T15:56:40.575292300, updateTime=2026-03-08T15:56:40.575292300)
2026-03-08 15:56:40.586 [pool-1-thread-18] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3awHo5
2026-03-08 15:56:40.585 [pool-1-thread-17] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=616, shortCode=2pZXf3bWH2x, longUrl=https://www.mixed-test.com/60, urlHash=84cbd9f1a60bd3f1b2c9dd4ca1a9951c, status=1, expireTime=2026-03-15T15:56:40.554814300, createTime=2026-03-08T15:56:40.573199, updateTime=2026-03-08T15:56:40.573199)
2026-03-08 15:56:40.585 [pool-1-thread-10] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=619, shortCode=2pZXf3dVSWQ, longUrl=https://www.mixed-test.com/66, urlHash=351f9b0430cbf2d7a5e6630abe80fece, status=1, expireTime=2026-03-15T15:56:40.563053, createTime=2026-03-08T15:56:40.576753500, updateTime=2026-03-08T15:56:40.576753500)
2026-03-08 15:56:40.586 [pool-1-thread-46] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3aOiw8
2026-03-08 15:56:40.586 [pool-1-thread-25] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=618, shortCode=2pZXf3flSBa, longUrl=https://www.mixed-test.com/72, urlHash=5820e5d94537c1d74bef8b25f8ff1535, status=1, expireTime=2026-03-15T15:56:40.569717600, createTime=2026-03-08T15:56:40.577913200, updateTime=2026-03-08T15:56:40.577913200)
2026-03-08 15:56:40.586 [pool-1-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf39oiRT
2026-03-08 15:56:40.586 [pool-1-thread-36] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bnuMi
2026-03-08 15:56:40.586 [pool-1-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.586 [pool-1-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.586 [pool-1-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.586 [pool-1-thread-12] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 15:56:40.586 [pool-1-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bnuMk
2026-03-08 15:56:40.587 [pool-1-thread-29] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bnuMh
2026-03-08 15:56:40.587 [pool-1-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bF5Ul
2026-03-08 15:56:40.588 [pool-1-thread-8] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=622, shortCode=2pZXf3f4ht7, longUrl=https://www.mixed-test.com/69, urlHash=d450d87fe6b8ebe9a34de5fda167e670, status=1, expireTime=2026-03-15T15:56:40.564052500, createTime=2026-03-08T15:56:40.579074600, updateTime=2026-03-08T15:56:40.579074600)
2026-03-08 15:56:40.588 [pool-1-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=632, shortCode=2pZXf3fV4Ro, longUrl=https://www.mixed-test.com/79, urlHash=adfbd08d27da453b17d642c370b38dbe, status=1, expireTime=2026-03-15T15:56:40.570726900, createTime=2026-03-08T15:56:40.580553200, updateTime=2026-03-08T15:56:40.580553200)
2026-03-08 15:56:40.588 [pool-1-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bWH2o
2026-03-08 15:56:40.588 [pool-1-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=620, shortCode=2pZXf3fV4Ri, longUrl=https://www.mixed-test.com/75, urlHash=afa0dfddda1845bc0dfba4745c278d53, status=1, expireTime=2026-03-15T15:56:40.569717600, createTime=2026-03-08T15:56:40.579074600, updateTime=2026-03-08T15:56:40.579074600)
2026-03-08 15:56:40.588 [pool-1-thread-23] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=630, shortCode=2pZXf3fV4Rj, longUrl=https://www.mixed-test.com/71, urlHash=b58f817b41fe8c739b1747635aa80ed9, status=1, expireTime=2026-03-15T15:56:40.569208500, createTime=2026-03-08T15:56:40.580553200, updateTime=2026-03-08T15:56:40.580553200)
2026-03-08 15:56:40.588 [pool-1-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=631, shortCode=2pZXf3fV4Rn, longUrl=https://www.mixed-test.com/78, urlHash=1115ba743ba36e3ae84c7b207904b8c1, status=1, expireTime=2026-03-15T15:56:40.570726900, createTime=2026-03-08T15:56:40.580553200, updateTime=2026-03-08T15:56:40.580553200)
2026-03-08 15:56:40.588 [pool-1-thread-7] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=623, shortCode=2pZXf3eMGl3, longUrl=https://www.mixed-test.com/70, urlHash=7767386ca61f0825722b9f595a70bed8, status=1, expireTime=2026-03-15T15:56:40.565335200, createTime=2026-03-08T15:56:40.579074600, updateTime=2026-03-08T15:56:40.579074600)
2026-03-08 15:56:40.588 [pool-1-thread-34] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=624, shortCode=2pZXf3f4ht6, longUrl=https://www.mixed-test.com/65, urlHash=6124334ee1c0557d4c4ef59f3c2cc86d, status=1, expireTime=2026-03-15T15:56:40.563053, createTime=2026-03-08T15:56:40.579074600, updateTime=2026-03-08T15:56:40.579074600)
2026-03-08 15:56:40.588 [pool-1-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=627, shortCode=2pZXf3eMGl4, longUrl=https://www.mixed-test.com/67, urlHash=b17ac2103de3d6ab6f8c4bdd2de11c47, status=1, expireTime=2026-03-15T15:56:40.564052500, createTime=2026-03-08T15:56:40.579074600, updateTime=2026-03-08T15:56:40.579074600)
2026-03-08 15:56:40.588 [pool-1-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=628, shortCode=2pZXf3fV4Rm, longUrl=https://www.mixed-test.com/76, urlHash=60d9559f0f1e07fc4deb3a4efee8e921, status=1, expireTime=2026-03-15T15:56:40.569717600, createTime=2026-03-08T15:56:40.579074600, updateTime=2026-03-08T15:56:40.579074600)
2026-03-08 15:56:40.588 [pool-1-thread-38] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bWH2q
2026-03-08 15:56:40.588 [pool-1-thread-37] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=621, shortCode=2pZXf3eMGl2, longUrl=https://www.mixed-test.com/68, urlHash=d3414f59a8a522dc44e4e1ac345a91bc, status=1, expireTime=2026-03-15T15:56:40.564052500, createTime=2026-03-08T15:56:40.577913200, updateTime=2026-03-08T15:56:40.577913200)
2026-03-08 15:56:40.588 [pool-1-thread-28] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=625, shortCode=2pZXf3fDtJe, longUrl=https://www.mixed-test.com/73, urlHash=4b7fa0d4e2f1bb12910be474090ccca4, status=1, expireTime=2026-03-15T15:56:40.569717600, createTime=2026-03-08T15:56:40.579074600, updateTime=2026-03-08T15:56:40.579074600)
2026-03-08 15:56:40.588 [pool-1-thread-50] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=626, shortCode=2pZXf3fV4Rk, longUrl=https://www.mixed-test.com/74, urlHash=3b5e2f6a3fce45e241af1c02ac30cad5, status=1, expireTime=2026-03-15T15:56:40.569717600, createTime=2026-03-08T15:56:40.579074600, updateTime=2026-03-08T15:56:40.579074600)
2026-03-08 15:56:40.588 [pool-1-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=629, shortCode=2pZXf3fV4Rl, longUrl=https://www.mixed-test.com/77, urlHash=79866d601b9227309c1ae834498ef8dd, status=1, expireTime=2026-03-15T15:56:40.570726900, createTime=2026-03-08T15:56:40.580553200, updateTime=2026-03-08T15:56:40.580553200)
2026-03-08 15:56:40.588 [pool-1-thread-48] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bnuMj
2026-03-08 15:56:40.589 [pool-1-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3ceiau
2026-03-08 15:56:40.589 [pool-1-thread-42] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXf3bWH2y
