2026-03-09 22:42:06.664 [pool-4-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14231, shortCode=2q257pd9QDm, longUrl=https://www.load-test--1773067326649-922.com, urlHash=ea7ecf0df4c7d4c6643349e4a539a433, status=1, expireTime=2026-03-16T22:42:06.649297400, createTime=2026-03-09T22:42:06.658289200, updateTime=2026-03-09T22:42:06.658289200)
2026-03-09 22:42:06.928 [pool-4-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.928 [pool-4-thread-35] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.928 [pool-4-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.928 [pool-4-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14744, shortCode=2q257qqF9ew, longUrl=https://www.load-test--1773067326915-1435.com, urlHash=185a9c5346e2a9957c3c599a6b887b94, status=1, expireTime=2026-03-16T22:42:06.915004400, createTime=2026-03-09T22:42:06.924189700, updateTime=2026-03-09T22:42:06.924189700)
2026-03-09 22:42:06.928 [pool-4-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14743, shortCode=2q257qpwKIg, longUrl=https://www.load-test--1773067326913-1434.com, urlHash=3dbcee63d15ddc2ff6a41ec0fae4c948, status=1, expireTime=2026-03-16T22:42:06.913006600, createTime=2026-03-09T22:42:06.920191100, updateTime=2026-03-09T22:42:06.920191100)
2026-03-09 22:42:06.928 [pool-4-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14746, shortCode=2q257qqWKmA, longUrl=https://www.load-test--1773067326915-1437.com, urlHash=3de2dfeac3c339f5f15b4355ca0c1a99, status=1, expireTime=2026-03-16T22:42:06.915004400, createTime=2026-03-09T22:42:06.924697, updateTime=2026-03-09T22:42:06.924697)
2026-03-09 22:42:06.928 [pool-4-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14745, shortCode=2q257qqF9ex, longUrl=https://www.load-test--1773067326915-1436.com, urlHash=4b829f45b05e832aa46afbbe989aed67, status=1, expireTime=2026-03-16T22:42:06.915004400, createTime=2026-03-09T22:42:06.924697, updateTime=2026-03-09T22:42:06.924697)
2026-03-09 22:42:06.929 [pool-4-thread-37] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qoXys8
2026-03-09 22:42:06.929 [pool-4-thread-36] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qoXys9
2026-03-09 22:42:06.929 [pool-4-thread-29] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qoXysb
2026-03-09 22:42:06.929 [pool-4-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.929 [pool-4-thread-42] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.930 [pool-4-thread-47] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qpf9Ac
2026-03-09 22:42:06.930 [pool-4-thread-20] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qpf9Ae
2026-03-09 22:42:06.930 [pool-4-thread-25] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qoXysa
2026-03-09 22:42:06.930 [pool-4-thread-1] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qpf9Ad
2026-03-09 22:42:06.930 [pool-4-thread-15] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qoXysc
2026-03-09 22:42:06.930 [pool-4-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qoXysd
2026-03-09 22:42:06.931 [pool-4-thread-48] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.932 [pool-4-thread-7] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.932 [pool-4-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.932 [pool-4-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.932 [pool-4-thread-26] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14748, shortCode=2q257qreluF, longUrl=https://www.load-test--1773067326919-1439.com, urlHash=e5553f1a3d1ae978c2c3b89c3c3f137b, status=1, expireTime=2026-03-16T22:42:06.919192400, createTime=2026-03-09T22:42:06.925707500, updateTime=2026-03-09T22:42:06.925707500)
2026-03-09 22:42:06.932 [pool-4-thread-18] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14750, shortCode=2q257qreluH, longUrl=https://www.load-test--1773067326919-1441.com, urlHash=7c446d44bcc287ee779f05db6b7afd3e, status=1, expireTime=2026-03-16T22:42:06.919192400, createTime=2026-03-09T22:42:06.926709800, updateTime=2026-03-09T22:42:06.926709800)
2026-03-09 22:42:06.932 [pool-4-thread-31] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14747, shortCode=2q257qreluE, longUrl=https://www.load-test--1773067326919-1438.com, urlHash=f6f76cddc3cf4cab55f6aff1a6a4d609, status=1, expireTime=2026-03-16T22:42:06.919192400, createTime=2026-03-09T22:42:06.925707500, updateTime=2026-03-09T22:42:06.925707500)
2026-03-09 22:42:06.932 [pool-4-thread-28] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14749, shortCode=2q257qreluG, longUrl=https://www.load-test--1773067326919-1440.com, urlHash=d3e505410998beee351c87e7e9e66c8b, status=1, expireTime=2026-03-16T22:42:06.919192400, createTime=2026-03-09T22:42:06.925707500, updateTime=2026-03-09T22:42:06.925707500)
2026-03-09 22:42:06.932 [pool-4-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.932 [pool-4-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.932 [pool-4-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.932 [pool-4-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.933 [pool-4-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.933 [pool-4-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.933 [pool-4-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.933 [pool-4-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qpwKIh
2026-03-09 22:42:06.934 [pool-4-thread-11] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.934 [pool-4-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qqF9ex
2026-03-09 22:42:06.934 [pool-4-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qqWKmA
2026-03-09 22:42:06.934 [pool-4-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qqF9ew
2026-03-09 22:42:06.934 [pool-4-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qpwKIg
2026-03-09 22:42:06.934 [pool-4-thread-12] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.935 [pool-4-thread-9] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14753, shortCode=2q257qrvWCK, longUrl=https://www.load-test--1773067326919-1443.com, urlHash=79aa6634ebd84fa529802e556d82a8ab, status=1, expireTime=2026-03-16T22:42:06.919192400, createTime=2026-03-09T22:42:06.927705800, updateTime=2026-03-09T22:42:06.927705800)
2026-03-09 22:42:06.935 [pool-4-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14756, shortCode=2q257qs58SS, longUrl=https://www.load-test--1773067326923-1448.com, urlHash=07404a7f1c12d265dfbc9632a39363d2, status=1, expireTime=2026-03-16T22:42:06.923190500, createTime=2026-03-09T22:42:06.928869600, updateTime=2026-03-09T22:42:06.928869600)
2026-03-09 22:42:06.935 [pool-4-thread-46] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14754, shortCode=2q257qrNxKN, longUrl=https://www.load-test--1773067326923-1446.com, urlHash=1b297734242b13096bd365d30a96707e, status=1, expireTime=2026-03-16T22:42:06.923190500, createTime=2026-03-09T22:42:06.928869600, updateTime=2026-03-09T22:42:06.928869600)
2026-03-09 22:42:06.935 [pool-4-thread-50] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14752, shortCode=2q257qrvWCJ, longUrl=https://www.load-test--1773067326919-1444.com, urlHash=0cf41209dbe0dc49830c0b80078c6d08, status=1, expireTime=2026-03-16T22:42:06.919192400, createTime=2026-03-09T22:42:06.927705800, updateTime=2026-03-09T22:42:06.927705800)
2026-03-09 22:42:06.935 [pool-4-thread-10] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14751, shortCode=2q257qrvWCI, longUrl=https://www.load-test--1773067326919-1442.com, urlHash=6efa3e60c1aa3aa2fda1f07dd979eb26, status=1, expireTime=2026-03-16T22:42:06.919192400, createTime=2026-03-09T22:42:06.926709800, updateTime=2026-03-09T22:42:06.926709800)
2026-03-09 22:42:06.935 [pool-4-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14758, shortCode=2q257qs58SQ, longUrl=https://www.load-test--1773067326923-1449.com, urlHash=8ef74ddbb5bbfb8d21a4c96d57954448, status=1, expireTime=2026-03-16T22:42:06.923190500, createTime=2026-03-09T22:42:06.928869600, updateTime=2026-03-09T22:42:06.928869600)
2026-03-09 22:42:06.935 [pool-4-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14755, shortCode=2q257qrNxKM, longUrl=https://www.load-test--1773067326923-1445.com, urlHash=dc72033f0a2879e7a1717722bd5aa60e, status=1, expireTime=2026-03-16T22:42:06.923190500, createTime=2026-03-09T22:42:06.928869600, updateTime=2026-03-09T22:42:06.928869600)
2026-03-09 22:42:06.935 [pool-4-thread-35] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14757, shortCode=2q257qs58SR, longUrl=https://www.load-test--1773067326923-1447.com, urlHash=4b1435885ce50c32bfdfaf4303adc487, status=1, expireTime=2026-03-16T22:42:06.923190500, createTime=2026-03-09T22:42:06.928869600, updateTime=2026-03-09T22:42:06.928869600)
2026-03-09 22:42:06.936 [pool-4-thread-23] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.936 [pool-4-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.936 [pool-4-thread-34] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.936 [pool-4-thread-41] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.936 [pool-4-thread-17] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.937 [pool-4-thread-8] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.937 [pool-4-thread-38] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.937 [pool-4-thread-19] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.937 [pool-4-thread-18] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qreluH
2026-03-09 22:42:06.937 [pool-4-thread-31] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qreluE
2026-03-09 22:42:06.937 [pool-4-thread-26] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qreluF
2026-03-09 22:42:06.937 [pool-4-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14765, shortCode=2q257qtdxpa, longUrl=https://www.load-test--1773067326927-1456.com, urlHash=377630d20ca82f44498020b5f5d82298, status=1, expireTime=2026-03-16T22:42:06.927705800, createTime=2026-03-09T22:42:06.933879800, updateTime=2026-03-09T22:42:06.933879800)
2026-03-09 22:42:06.937 [pool-4-thread-42] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14760, shortCode=2q257qsEl8Y, longUrl=https://www.load-test--1773067326924-1450.com, urlHash=7f7ebf301709f0cde70f351cceb220a4, status=1, expireTime=2026-03-16T22:42:06.924189700, createTime=2026-03-09T22:42:06.930880900, updateTime=2026-03-09T22:42:06.930880900)
2026-03-09 22:42:06.937 [pool-4-thread-48] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14762, shortCode=2q257qsVWh2, longUrl=https://www.load-test--1773067326927-1452.com, urlHash=e1999ea62514606f32e38d44e935574c, status=1, expireTime=2026-03-16T22:42:06.927705800, createTime=2026-03-09T22:42:06.932879800, updateTime=2026-03-09T22:42:06.932879800)
2026-03-09 22:42:06.937 [pool-4-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14766, shortCode=2q257qtdxp9, longUrl=https://www.load-test--1773067326928-1458.com, urlHash=23a6f619eef28ccc6dde93969c21a77f, status=1, expireTime=2026-03-16T22:42:06.928869600, createTime=2026-03-09T22:42:06.933879800, updateTime=2026-03-09T22:42:06.933879800)
2026-03-09 22:42:06.938 [pool-4-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14763, shortCode=2q257qtdxp8, longUrl=https://www.load-test--1773067326927-1453.com, urlHash=362cb07873e828e9f19b625c11f3c3d4, status=1, expireTime=2026-03-16T22:42:06.927705800, createTime=2026-03-09T22:42:06.932879800, updateTime=2026-03-09T22:42:06.932879800)
2026-03-09 22:42:06.937 [pool-4-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14764, shortCode=2q257qtdxp7, longUrl=https://www.load-test--1773067326927-1455.com, urlHash=6b6e493d6381716c4bfbc1ade773a1c6, status=1, expireTime=2026-03-16T22:42:06.927705800, createTime=2026-03-09T22:42:06.932879800, updateTime=2026-03-09T22:42:06.932879800)
2026-03-09 22:42:06.938 [pool-4-thread-5] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.938 [pool-4-thread-7] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14761, shortCode=2q257qtdxp6, longUrl=https://www.load-test--1773067326927-1454.com, urlHash=dbd41547d1b72bbbba7c569185203f82, status=1, expireTime=2026-03-16T22:42:06.927705800, createTime=2026-03-09T22:42:06.932879800, updateTime=2026-03-09T22:42:06.932879800)
2026-03-09 22:42:06.937 [pool-4-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14767, shortCode=2q257qtdxpb, longUrl=https://www.load-test--1773067326927-1457.com, urlHash=32f00f31846f5d21ef937a6ed788724d, status=1, expireTime=2026-03-16T22:42:06.927705800, createTime=2026-03-09T22:42:06.933879800, updateTime=2026-03-09T22:42:06.933879800)
2026-03-09 22:42:06.937 [pool-4-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14759, shortCode=2q257qsmK0U, longUrl=https://www.load-test--1773067326924-1451.com, urlHash=781f7f2665f30e3105242994c2200066, status=1, expireTime=2026-03-16T22:42:06.924189700, createTime=2026-03-09T22:42:06.930880900, updateTime=2026-03-09T22:42:06.930880900)
2026-03-09 22:42:06.938 [pool-4-thread-28] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qreluG
2026-03-09 22:42:06.938 [pool-4-thread-37] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.938 [pool-4-thread-36] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.940 [pool-4-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14768, shortCode=2q257qtv8xa, longUrl=https://www.load-test--1773067326928-1459.com, urlHash=d5b3b76c3b915c6bad415c3a1fc65a3e, status=1, expireTime=2026-03-16T22:42:06.928869600, createTime=2026-03-09T22:42:06.933879800, updateTime=2026-03-09T22:42:06.933879800)
2026-03-09 22:42:06.940 [pool-4-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14769, shortCode=2q257qtv8xb, longUrl=https://www.load-test--1773067326928-1460.com, urlHash=e803c161d8d5763bf5f9f34fb61af79f, status=1, expireTime=2026-03-16T22:42:06.928869600, createTime=2026-03-09T22:42:06.933879800, updateTime=2026-03-09T22:42:06.933879800)
2026-03-09 22:42:06.940 [pool-4-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14771, shortCode=2q257qtv8xd, longUrl=https://www.load-test--1773067326928-1462.com, urlHash=cdf9fdbfe1dd815e7093827d2d02d4ca, status=1, expireTime=2026-03-16T22:42:06.928869600, createTime=2026-03-09T22:42:06.934879600, updateTime=2026-03-09T22:42:06.934879600)
2026-03-09 22:42:06.940 [pool-4-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14770, shortCode=2q257qtv8xc, longUrl=https://www.load-test--1773067326928-1461.com, urlHash=89f8f6c72d3a79a4a8812513763684be, status=1, expireTime=2026-03-16T22:42:06.928869600, createTime=2026-03-09T22:42:06.934879600, updateTime=2026-03-09T22:42:06.934879600)
2026-03-09 22:42:06.940 [pool-4-thread-29] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.940 [pool-4-thread-47] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.940 [pool-4-thread-20] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.941 [pool-4-thread-1] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.941 [pool-4-thread-50] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qrvWCJ
2026-03-09 22:42:06.941 [pool-4-thread-46] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qrNxKN
2026-03-09 22:42:06.941 [pool-4-thread-25] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.941 [pool-4-thread-10] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qrvWCI
2026-03-09 22:42:06.941 [pool-4-thread-15] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.941 [pool-4-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.941 [pool-4-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.941 [pool-4-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qs58SQ
2026-03-09 22:42:06.941 [pool-4-thread-9] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qrvWCK
2026-03-09 22:42:06.942 [pool-4-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qs58SS
2026-03-09 22:42:06.942 [pool-4-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qrNxKM
2026-03-09 22:42:06.942 [pool-4-thread-35] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qs58SR
2026-03-09 22:42:06.942 [pool-4-thread-12] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14772, shortCode=2q257qtMJFf, longUrl=https://www.load-test--1773067326928-1464.com, urlHash=d307ce1bb7789aafdc439342284ed489, status=1, expireTime=2026-03-16T22:42:06.928869600, createTime=2026-03-09T22:42:06.936879400, updateTime=2026-03-09T22:42:06.936879400)
2026-03-09 22:42:06.942 [pool-4-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14775, shortCode=2q257qulVVn, longUrl=https://www.load-test--1773067326929-1465.com, urlHash=73a730e56a4e849f1be0bae0083aaeec, status=1, expireTime=2026-03-16T22:42:06.929880100, createTime=2026-03-09T22:42:06.936879400, updateTime=2026-03-09T22:42:06.936879400)
2026-03-09 22:42:06.942 [pool-4-thread-17] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14778, shortCode=2q257qulVVq, longUrl=https://www.load-test--1773067326930-1469.com, urlHash=1daf861b5e210a984d464d89dcc456a8, status=1, expireTime=2026-03-16T22:42:06.930880900, createTime=2026-03-09T22:42:06.937879300, updateTime=2026-03-09T22:42:06.937879300)
2026-03-09 22:42:06.942 [pool-4-thread-41] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14777, shortCode=2q257qulVVp, longUrl=https://www.load-test--1773067326929-1466.com, urlHash=34189f62c9202ac3b80b4adf4e4fe138, status=1, expireTime=2026-03-16T22:42:06.929880100, createTime=2026-03-09T22:42:06.936879400, updateTime=2026-03-09T22:42:06.936879400)
2026-03-09 22:42:06.942 [pool-4-thread-23] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14776, shortCode=2q257qulVVm, longUrl=https://www.load-test--1773067326930-1468.com, urlHash=df30e244618f23f9864b1238b3669b31, status=1, expireTime=2026-03-16T22:42:06.930880900, createTime=2026-03-09T22:42:06.936879400, updateTime=2026-03-09T22:42:06.936879400)
2026-03-09 22:42:06.942 [pool-4-thread-11] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14773, shortCode=2q257qtMJFe, longUrl=https://www.load-test--1773067326928-1463.com, urlHash=a77d6de183fbea6e02527c2a627ded7e, status=1, expireTime=2026-03-16T22:42:06.928869600, createTime=2026-03-09T22:42:06.936879400, updateTime=2026-03-09T22:42:06.936879400)
2026-03-09 22:42:06.942 [pool-4-thread-34] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14774, shortCode=2q257qulVVo, longUrl=https://www.load-test--1773067326929-1467.com, urlHash=b58e9ff85d20df5b8ff4b6f06e8906f9, status=1, expireTime=2026-03-16T22:42:06.929880100, createTime=2026-03-09T22:42:06.936879400, updateTime=2026-03-09T22:42:06.936879400)
2026-03-09 22:42:06.943 [pool-4-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtdxpa
2026-03-09 22:42:06.943 [pool-4-thread-42] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qsEl8Y
2026-03-09 22:42:06.943 [pool-4-thread-48] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qsVWh2
2026-03-09 22:42:06.943 [pool-4-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtdxp9
2026-03-09 22:42:06.943 [pool-4-thread-7] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtdxp6
2026-03-09 22:42:06.943 [pool-4-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.943 [pool-4-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.943 [pool-4-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.943 [pool-4-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtdxp8
2026-03-09 22:42:06.943 [pool-4-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:06.944 [pool-4-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtdxp7
2026-03-09 22:42:06.944 [pool-4-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtdxpb
2026-03-09 22:42:06.944 [pool-4-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qsmK0U
2026-03-09 22:42:06.944 [pool-4-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtv8xd
2026-03-09 22:42:06.944 [pool-4-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtv8xc
2026-03-09 22:42:06.944 [pool-4-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtv8xa
2026-03-09 22:42:06.944 [pool-4-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qtv8xb
2026-03-09 22:42:06.945 [pool-4-thread-38] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14779, shortCode=2q257quDx3r, longUrl=https://www.load-test--1773067326930-1473.com, urlHash=1baf6e6d17066c8ed9f89c34ef4a7442, status=1, expireTime=2026-03-16T22:42:06.930880900, createTime=2026-03-09T22:42:06.938880300, updateTime=2026-03-09T22:42:06.938880300)
2026-03-09 22:42:06.945 [pool-4-thread-8] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14780, shortCode=2q257quDx3q, longUrl=https://www.load-test--1773067326930-1471.com, urlHash=74a7d21b0f95b22c96c843a905da4a64, status=1, expireTime=2026-03-16T22:42:06.930880900, createTime=2026-03-09T22:42:06.938880300, updateTime=2026-03-09T22:42:06.938880300)
